id,Original Link,Categories,asmr,baby,ballsport,basteln,beauty,car,cats,cute,deko,dogs,duet,experiment,faden,family,fandom,filter,foto,funny,funny/comdey,gamstation,group,gym,hack,hair,haus,history,impressivedrawing,instrument,keramikton,kleidung,lipsync,magic,makeup,manga,men,minecraft,moto,movie,nails,narrator,oldschool,other animals,outside,places,schmuck,school,shootinggames,siging,simpledrawing,singing,speaking,stunts,summersport,surprise,text,transition,trend,trendchoreo,tutorial,virtualreality,wintersport,women,zoom
sp5,https://www.tiktok.com/@officialshaquanparson/video/7095867031190392110?is_copy_url=1&is_from_webapp=v1,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,
sp6,https://www.tiktok.com/@_andrei_semenikhin_/video/7020443623158287617?is_copy_url=1&is_from_webapp=v1,sport,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
sp7,https://www.tiktok.com/@markioli/video/6752808487392201990?is_copy_url=1&is_from_webapp=v1,sport,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
sp8,https://www.tiktok.com/@wikikoletzko/video/7085815130788859141?is_copy_url=1&is_from_webapp=v1,sport,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,x,
sp9,https://www.tiktok.com/@fcbarcelona/video/7124887317776583941?is_copy_url=1&is_from_webapp=v1,sport,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp10,https://www.tiktok.com/@acmilan/video/7127338031639579909?is_copy_url=1&is_from_webapp=v1,sport,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp11,https://www.tiktok.com/@vballrecruiter09/video/7106449908030278958?is_copy_url=1&is_from_webapp=v1&q=beachvolley&t=1659602750562,sport,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,
sp12,https://www.tiktok.com/@volleyballworld/video/7094649999304232197?is_copy_url=1&is_from_webapp=v1&q=beachvolley&t=1659602750562,sport,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
sp13,https://www.tiktok.com/@benn_rowe/video/6922497111082749190?is_copy_url=1&is_from_webapp=v1,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,
sp14,https://www.tiktok.com/@alexanderryden_film/video/6921995240832355589?is_copy_url=1&is_from_webapp=v1,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,,,,,,x,,
sp15,https://www.tiktok.com/@wegerbrothers/video/7101274690882178310?is_copy_url=1&is_from_webapp=v1&q=skiing&t=1659602882401,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,
sp16,https://www.tiktok.com/@jordskauffman/video/7092952256294702379?is_copy_url=1&is_from_webapp=v1&q=climbing&t=1659602928477,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,
sp17,https://www.tiktok.com/@espn/video/7050161431806758149?is_copy_url=1&is_from_webapp=v1&q=climbing&t=1659602928477,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,x,
sp18,https://www.tiktok.com/@rygwav/video/7101437919767842091?is_copy_url=1&is_from_webapp=v1&q=skaetboard&t=1659603000896,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,x,x,,x,,,,x,,,,
sp19,https://www.tiktok.com/@piykerman/video/7113188411967720750?is_copy_url=1&is_from_webapp=v1&q=skateboard%20stunt&t=1659603037527,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,x,
sp20,https://www.tiktok.com/@michaely88/video/7120389921163988230?is_copy_url=1&is_from_webapp=v1&q=athlet&t=1659603589041,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
sp21,https://www.tiktok.com/@shusterman1/video/7127863283234819374?is_copy_url=1&is_from_webapp=v1&q=skateboard%20stunt&t=1659603037527,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,
sp22,https://www.tiktok.com/@amberglenniceskater/video/6977856598601370885?is_copy_url=1&is_from_webapp=v1&q=ice%20skaeting&t=1659603743419,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,
sp23,https://www.tiktok.com/@oniceperspectives/video/7085740693129268523?is_copy_url=1&is_from_webapp=v1&q=ice%20skaeting&t=1659603743419,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,
d1,https://www.tiktok.com/@melio.repostz/video/7057156669209382190,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d2,https://www.tiktok.com/@ninojulia/video/7093918431224843526?is_copy_url=1&is_from_webapp=v1&lang=en&q=cannibal%20dance&t=1659012066688,dance,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,
d3,https://www.tiktok.com/@zoifishh/video/6790838770125114630?is_copy_url=1&is_from_webapp=v1&q=supalonely&t=1659012406297,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d4,https://www.tiktok.com/@keke.janajah/video/6802722722389576965?is_copy_url=1&is_from_webapp=v1&q=keke.janajah%20savage&t=1659012485992,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d5,https://www.tiktok.com/@thexhan/video/6782848477094366470?is_copy_url=1&is_from_webapp=v1&q=dont%20start%20now&t=1659012556641,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d6,https://www.tiktok.com/@bronxsistas/video/7120618160285404422?is_copy_url=1&is_from_webapp=v1,dance,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d7,https://www.tiktok.com/@officialsaweetie/video/6849547595757423878?is_copy_url=1&is_from_webapp=v1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d8,https://www.tiktok.com/@annaserrano_1/video/7038964113606839598?is_copy_url=1&is_from_webapp=v1&q=stanky%20leg&t=1659013220650,dance,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,,,,,
d9,https://www.tiktok.com/@kyliejenner/video/6821388600593222917?is_copy_url=1&is_from_webapp=v1&q=out%20west&t=1659013339892,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d10,https://www.tiktok.com/@4thehomies__/video/7043592308717079813?is_copy_url=1&is_from_webapp=v1&q=wapchallange&t=1659013520012,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d11,https://www.tiktok.com/@jenniiyyyyy/video/6913933833331117317?_t=8UMSHe0pC4s&_r=1,dance,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d12,https://www.tiktok.com/@charlidamelio/video/7115967651385445674?_t=8UMSiuFXK3K&_r=1,dance,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d13,https://www.tiktok.com/@yodelinghaley/video/7108044945990208814?_t=8UMSov4pBO2&_r=1,dance,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
d14,https://www.tiktok.com/@rybkatwinsofficial/video/6860158048263097605?_t=8UMSzHdH9SI&_r=1,dance,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
d15,https://www.tiktok.com/@sofiawylie/video/7103301409004621099?_t=8UMT5u0OgI2&_r=1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,
d16,https://www.tiktok.com/@thesharptwins/video/7093257850616614150?_t=8UMTCugWLEj&_r=1,dance,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d17,https://www.tiktok.com/@avemoves/video/7080183199065853189?_t=8UMU0kTO4uM&_r=1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d18,https://www.tiktok.com/@jadenbarba/video/6817870851577269510?_t=8UMTG5o6cNC&_r=1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d19,https://www.tiktok.com/@senpaiblackfoot/video/7119085742298500357?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,,
d20,https://www.tiktok.com/@phoebe.mulyana/video/7083447082748529947?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,x,
d21,https://www.tiktok.com/@senpaiblackfoot/video/7109791072959597830?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,,
d22,https://www.tiktok.com/@bizzyboom/video/6997180181387545862?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,,
d23,https://www.tiktok.com/@danceformetiktok/video/7095361456438332673?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,x,
d24,https://www.tiktok.com/@phoebe.mulyana/video/7119806677418773787?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,x,
d25,https://www.tiktok.com/@phoebe.mulyana/video/7056355637831224603?is_copy_url=1&is_from_webapp=v1&q=tutorial%20dance&t=1659015102252,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,x,
d26,https://www.tiktok.com/@sammysteads/video/6795622267368885509?is_copy_url=1&is_from_webapp=v1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,
d27,https://www.tiktok.com/@patriciaaaaam/video/6985853478266539291?is_copy_url=1&is_from_webapp=v1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,x,
d28,https://www.tiktok.com/@hu_jeffery/video/6911128339013176577?is_copy_url=1&is_from_webapp=v1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,
d29,https://www.tiktok.com/@j3tvalencia/video/7110172522418572546?is_copy_url=1&is_from_webapp=v1&q=footwork%20tutorials&t=1659015779501,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,
d30,https://www.tiktok.com/@yhanyhanny/video/7086253686879489322?is_copy_url=1&is_from_webapp=v1&q=footwork%20tutorials&t=1659015779501,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,
s1,https://www.tiktok.com/@jadroppingscience/video/7096496268289084715?is_copy_url=1&is_from_webapp=v1&q=experiment&t=1658673078116,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s2,https://www.tiktok.com/@billnye/video/6854717870488702213?is_copy_url=1&is_from_webapp=v1,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s3,https://www.tiktok.com/@_powervision_/video/6749475978998861062?is_copy_url=1&is_from_webapp=v1,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s4,https://www.tiktok.com/@mrs.b.tv/video/6868044245756873990?is_copy_url=1&is_from_webapp=v1,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,
s5,https://www.tiktok.com/@stevespangler/video/7007553047068986629?is_copy_url=1&is_from_webapp=v1&q=steven%20spangler&t=1658925250731,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s6,https://www.tiktok.com/@mrs.b.tv/video/6907695819399384325?is_copy_url=1&is_from_webapp=v1&refer=embed&referer_url=https%3A%2F%2Fwww.weareteachers.com%2Ftiktok-science-experiments%2F&referer_video_id=6907695819399384325,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,
s7,https://www.tiktok.com/@nickuhas/video/7023061999961558278?is_copy_url=1&is_from_webapp=v1,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s8,https://www.tiktok.com/@mrs.b.tv/video/7043894182712298799?is_copy_url=1&is_from_webapp=v1&refer=embed&referer_url=https%3A%2F%2Fwww.weareteachers.com%2Ftiktok-science-experiments%2F&referer_video_id=6898491466092530950,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,
s9,https://www.tiktok.com/@billnye/video/6853192029107703046?is_copy_url=1&is_from_webapp=v1&refer=embed&referer_url=https%3A%2F%2Fwww.weareteachers.com%2Ftiktok-science-experiments%2F&referer_video_id=6853192029107703046,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s10,https://www.tiktok.com/@incrediblescience/video/6874758121944829190?is_copy_url=1&is_from_webapp=v1&refer=embed&referer_url=https%3A%2F%2Fwww.weareteachers.com%2Ftiktok-science-experiments%2F&referer_video_id=6885540783961754885,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s11,https://www.tiktok.com/@mrs.b.tv/video/6870642984346602757?is_copy_url=1&is_from_webapp=v1&refer=embed&referer_url=https%3A%2F%2Fwww.weareteachers.com%2Ftiktok-science-experiments%2F&referer_video_id=6870642984346602757,science,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,
s12,https://www.tiktok.com/@sciencelobby/video/7090245538351746309?is_copy_url=1&is_from_webapp=v1&q=science&t=1659078705977,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s13,https://www.tiktok.com/@mathswithmisschang/video/6838169384087866630?is_copy_url=1&is_from_webapp=v1&lang=en&q=mathswithmisschang.&t=1658993652778,science,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
s14,https://www.tiktok.com/@nilered/video/7047579448534748422?is_copy_url=1&is_from_webapp=v1&q=science&t=1659078705977,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s15,https://www.tiktok.com/@history__dude/video/7120317754619596038?is_copy_url=1&is_from_webapp=v1&q=history&t=1659079213350,science,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
s16,https://www.tiktok.com/@thespartan100/video/7098322516220841222?is_copy_url=1&is_from_webapp=v1&q=history&t=1659079213350,science,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s17,https://www.tiktok.com/@fyp/video/7075951433014725930?is_copy_url=1&is_from_webapp=v1&q=history&t=1659079213350,science,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
s18,https://www.tiktok.com/@simplehistory_/video/7052016444757904645?is_copy_url=1&is_from_webapp=v1&q=history&t=1659079213350,science,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
s19,https://www.tiktok.com/@tutorzed/video/7063574025611562287?is_copy_url=1&is_from_webapp=v1&q=mathematics&t=1659079433398,science,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
s20,https://www.tiktok.com/@intrestingmath/video/7096201385326251270?is_copy_url=1&is_from_webapp=v1&q=mathematics&t=1659079433398,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,
s21,https://www.tiktok.com/@mediamathfun/video/7040839281740369198?is_copy_url=1&is_from_webapp=v1&q=mathematics&t=1659079433398,science,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,
s22,https://www.tiktok.com/@tamuphysastr/video/7057962666827975983?is_copy_url=1&is_from_webapp=v1&q=physics&t=1659079692978,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,
s23,https://www.tiktok.com/@xieziwu/video/7093552575097703682?is_copy_url=1&is_from_webapp=v1&q=physics&t=1659079692978,science,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s24,https://www.tiktok.com/@caitlinchuah/video/7061517163126885659?is_copy_url=1&is_from_webapp=v1&q=physics&t=1659079692978,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,,,,,x,
s25,https://www.tiktok.com/@why__so.curious/video/7104869282718403886?is_copy_url=1&is_from_webapp=v1&q=physics&t=1659079692978,science,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,
s26,https://www.tiktok.com/@joemyheck/video/7040991019625811246?is_copy_url=1&is_from_webapp=v1&q=physics&t=1659079692978,science,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
